1595624460122143,8192.0,-9.094947E-12,4096,0,0,0.0,31621.0,16483.0,32489.0,32762.0,32764.0,32766.0,1,4,4
1595624460125476,8192.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460128810,8192.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460132143,427.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460135476,421.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460138810,419.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460142143,415.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460145476,409.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460148810,382.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460152143,330.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460155476,272.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460158810,219.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460162143,177.0,-9.094947E-12,4096,0,0,0.0,31599.0,16562.0,32482.0,32764.0,32764.0,32767.0,1,4,4
1595624460165476,142.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460168810,115.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460172143,95.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460175476,78.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460178810,66.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460182143,56.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460185476,54.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460188810,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460192143,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460195476,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460198810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460202143,51.0,-9.094947E-12,4096,0,0,0.0,31612.0,16529.0,32486.0,32764.0,32766.0,32766.0,1,4,4
1595624460205476,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460208810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460212143,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460215476,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460218810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460222143,49.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460225476,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460228810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460232143,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460235476,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460238810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460242143,49.0,-9.094947E-12,4096,0,0,0.0,31587.0,16532.0,32465.0,32764.0,32766.0,32765.0,1,4,4
1595624460245476,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460248810,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460252143,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460255476,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460258810,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460262143,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460265476,48.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460268810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460272143,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460275476,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460278810,51.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460282143,50.0,-9.094947E-12,4096,0,0,0.0,31573.0,16575.0,32541.0,32764.0,32766.0,32767.0,1,4,4
1595624460285476,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460288810,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460292143,50.0,-9.094947E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460295476,49.0,-9.094948E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1595624460298810,50.0,-9.094948E-12,4096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
